,violent,crime_type,unique_id,gender,age,race,marital_stat,is_military,year_arrested,year_admitted,ntimes_arrested,age_arrest_first,violent_first,probation_yn,ntimes_incarc_adult,ntimes_incarc_juv,highest_grade_attend,has_GED,has_HSD,had_job,public_assist_prior,monthly_income_prior,family_makeup,child_caretaker_welfare,child_caretaker_substabuse,parents_servetime,family_servetime,commit_crime_juv,age_crime_first,forcible_sex,phys_abuse,age_drink_first,drink_frequency,used_heroin,used_meth,used_barbiturates,used_crack,used_cocaine,used_pcp,used_ecstacy,used_lsd,used_pot
267,1,1,268,male,32,black,never_marr,0,1993,1993,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,0,100.0,mother,0,0,0,0,0,13.8279620853,0,0,18.0,7,0,0,0,0,0,0,0,0,1
270,0,3,271,male,66,other,married,0,1984,1984,0.0,18.9689288635,0,0,2.0,0.0,1.0,0,0,0,0,900.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
271,1,1,272,male,38,white,divorced,0,1981,1983,6.0,12.0,0,1,2.0,0.0,8.0,1,0,0,0,100.0,mother,1,1,0,1,1,10.0,0,1,10.0,10,0,1,0,0,1,1,0,1,1
272,1,1,273,male,29,race_unknown,never_marr,0,1994,1997,5.0,16.0,0,1,2.0,0.0,10.0,0,0,1,1,1350.0,mother,1,0,0,0,1,13.0,0,0,16.0,10,0,0,0,0,0,0,0,0,1
274,1,1,275,male,43,black,never_marr,0,2002,2003,2.0,35.0,1,1,2.0,0.0,11.0,0,0,0,0,0.0,other_rel,0,0,0,1,1,14.0,0,0,15.9622498484,0,0,0,0,1,1,0,0,0,1
275,1,1,276,male,51,white,divorced,0,1988,1989,0.0,18.9689288635,0,0,2.0,0.0,14.0,0,1,1,0,3750.0,both,0,0,0,0,1,16.0,0,0,19.0,7,0,0,0,0,0,0,0,0,1
276,1,1,277,male,47,white,divorced,1,1995,1995,30.0,13.0,0,1,3.0,0.0,16.0,0,1,1,0,6250.0,mother,1,1,0,1,1,13.0,0,1,12.0,10,1,1,1,0,1,0,0,1,1
277,1,1,278,male,30,white,married,1,1994,1994,0.0,18.9689288635,0,0,2.0,0.0,16.0,0,1,1,1,1100.0,mother,1,1,0,0,0,13.8279620853,0,0,12.0,10,0,0,1,1,1,0,0,1,1
278,1,1,279,male,32,other,divorced,0,1993,1993,0.0,18.9689288635,0,0,2.0,0.0,10.0,1,0,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,18.0,9,0,0,0,0,0,0,0,0,0
279,0,3,280,male,24,white,separated,0,2000,2002,2.0,12.0,0,1,2.0,0.0,8.0,0,0,1,1,0.0,mother,1,1,0,0,1,13.0,0,0,15.9622498484,0,1,0,0,0,0,0,0,0,1
280,1,1,281,male,58,white,divorced,1,1988,1989,1.0,24.0,1,1,2.0,0.0,14.0,0,0,1,0,500.0,foster,0,0,0,1,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
282,0,3,283,male,25,other,never_marr,0,2000,2001,2.0,17.0,0,1,1.0,0.0,10.0,0,0,0,0,300.0,both,0,0,0,1,1,13.0,0,0,8.0,6,0,0,0,0,1,0,1,0,1
284,0,3,285,male,28,black,never_marr,0,1999,1999,1.0,20.0,0,0,2.0,0.0,12.0,0,0,0,1,700.0,mother,1,0,0,0,1,16.0,0,0,13.0,0,0,0,0,0,0,0,0,0,1
285,1,1,286,male,42,white,divorced,0,1998,1999,3.0,16.0,0,1,1.0,0.0,8.0,0,0,0,0,0.0,both,1,0,0,1,1,12.0,0,1,12.0,0,0,0,0,0,1,0,0,0,1
286,0,5,287,male,30,black,never_marr,0,9998,9998,2.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,1100.0,mother,0,0,0,0,0,13.8279620853,0,0,21.0,0,0,0,0,0,0,0,0,0,0
289,1,1,290,male,51,white,married,0,1990,1990,2.0,22.0,1,1,2.0,0.0,12.0,0,0,1,0,900.0,mother,1,1,1,0,1,13.0,0,1,13.0,10,1,0,1,0,1,0,0,0,0
290,1,1,291,male,25,white,never_marr,0,1998,1998,1.0,16.0,0,1,1.0,1.0,9.0,0,0,0,0,300.0,both,0,1,1,1,1,13.0,0,1,13.0,9,1,0,0,1,1,0,1,0,1
292,1,1,293,male,68,native_am,widowed,0,1992,1998,3.0,16.0,0,1,2.0,0.0,11.0,0,0,1,0,700.0,both,0,0,0,0,0,13.8279620853,0,0,17.0,0,0,0,0,0,0,0,0,0,0
293,1,1,294,male,42,black,married,0,2000,2001,0.0,18.9689288635,0,0,2.0,0.0,16.0,0,1,1,0,1750.0,mother,0,0,0,0,0,13.8279620853,0,0,16.0,9,0,0,0,0,0,0,0,0,0
295,1,1,296,male,25,white,never_marr,0,1999,1999,6.0,17.0,0,1,1.0,0.0,9.0,1,0,0,0,2250.0,mother,1,0,0,0,1,14.0,0,0,11.0,9,1,1,1,0,1,1,1,1,1
296,1,1,297,male,30,white,never_marr,0,1994,1994,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,2250.0,both,0,0,0,0,0,13.8279620853,0,0,14.0,9,0,0,0,0,1,0,0,0,1
297,1,1,298,male,26,other,divorced,0,1998,1999,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,900.0,both,1,1,1,0,0,13.8279620853,0,0,18.0,9,0,0,1,0,0,0,1,1,1
298,0,3,299,male,35,white,married,0,1995,1995,1.0,23.0,1,0,1.0,0.0,10.8733575272,0,0,1,0,300.0,mother,1,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
299,0,3,300,male,36,black,never_marr,0,1997,2001,2.0,29.0,0,0,2.0,0.0,7.0,0,0,1,0,900.0,both,0,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
301,1,1,302,male,22,asian,never_marr,0,1997,1999,3.0,13.0,1,1,2.0,0.0,9.0,1,0,1,0,300.0,both,1,0,0,0,0,13.8279620853,0,1,14.0,9,0,0,0,0,0,0,0,0,0
302,1,1,303,male,53,white,divorced,1,1995,1997,1.0,16.0,0,1,1.0,0.0,7.0,1,0,1,0,7500.0,grandparents,0,0,0,0,0,13.8279620853,0,0,14.0,10,1,1,1,1,1,1,0,1,1
303,1,1,304,male,44,black,never_marr,0,1990,2002,18.0,15.0,0,1,2.0,0.0,9.0,1,0,0,0,100.0,father,0,1,0,1,1,9.0,0,0,14.0,0,1,0,0,0,1,0,0,0,1
305,1,1,306,male,26,white,never_marr,0,2000,2001,10.0,16.0,0,1,1.0,0.0,12.0,0,1,1,0,3750.0,mother,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
307,1,1,308,male,25,white,separated,0,1999,2000,8.0,11.0,0,1,4.0,3.0,9.0,0,0,1,0,500.0,both,0,0,0,0,1,11.0,0,0,18.0,8,1,1,1,0,1,1,1,1,1
308,1,1,309,male,36,black,never_marr,0,1989,1989,0.0,18.9689288635,0,0,2.0,0.0,14.0,0,1,0,0,300.0,both,0,0,0,0,1,18.0,0,0,18.0,8,0,0,0,0,0,0,0,0,1
311,0,3,312,male,43,white,never_marr,0,1995,1997,0.0,18.9689288635,0,0,2.0,0.0,10.8733575272,0,0,1,0,900.0,both,0,0,0,0,0,13.8279620853,0,0,16.0,9,0,0,0,0,0,0,0,0,1
312,1,1,313,male,28,white,never_marr,0,1997,1998,40.0,8.0,0,1,1.0,0.0,11.0,1,0,1,0,1350.0,father,0,1,0,0,1,8.0,1,1,12.0,10,0,1,1,0,1,1,0,1,1
314,1,1,315,male,46,white,never_marr,0,1986,1987,2.0,18.0,1,1,1.0,0.0,12.0,0,1,1,0,100.0,both,0,0,0,0,1,15.0,0,0,15.0,10,0,0,1,0,1,1,0,1,1
315,1,1,316,male,46,white,never_marr,0,1996,1998,5.0,15.0,1,1,3.0,1.0,6.0,0,0,1,0,1350.0,grandparents,1,1,1,1,1,11.0,0,0,14.0,10,0,0,1,0,1,1,0,1,1
318,0,3,319,male,45,black,married,0,1990,1990,0.0,18.9689288635,0,0,2.0,0.0,7.0,1,0,1,0,6250.0,both,0,0,0,0,0,13.8279620853,0,0,19.0,9,0,0,0,0,0,0,0,0,0
319,1,1,320,male,36,white,never_marr,0,1987,1989,25.0,9.0,0,1,1.0,0.0,3.0,1,0,0,0,1350.0,both,0,0,0,0,1,10.0,0,0,10.0,10,1,1,1,1,1,1,0,1,1
320,0,3,321,male,36,white,separated,0,2000,2002,4.0,29.0,0,1,1.0,0.0,10.8733575272,0,0,1,0,0.0,both,0,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,1,0,0,0,0
321,1,1,322,male,56,white,divorced,0,2001,2003,0.0,18.9689288635,0,0,2.0,0.0,18.0,0,1,1,0,6250.0,mother,1,1,0,0,0,13.8279620853,0,1,20.0,10,0,0,0,0,0,0,0,0,0
322,1,1,323,male,42,white,divorced,0,1981,1983,2.0,16.0,0,1,2.0,0.0,10.0,1,0,0,0,1100.0,both,0,1,0,0,1,16.0,1,0,19.0,10,1,1,1,0,1,1,0,1,1
323,0,2,324,male,43,white,never_marr,0,2001,2002,3.0,12.0,0,1,2.0,1.0,8.0,1,0,1,0,1750.0,mother,1,1,1,0,1,13.0,0,0,12.0,8,1,0,0,0,0,0,0,0,0
324,0,5,325,male,64,white,divorced,1,1993,1997,1.0,27.0,0,1,2.0,0.0,9.0,1,0,0,1,1100.0,both,0,0,0,0,0,13.8279620853,0,0,23.0,0,0,0,0,0,0,0,0,0,0
326,0,3,327,male,35,other,never_marr,0,1993,1993,2.0,19.0,0,1,2.0,0.0,12.0,0,1,1,1,300.0,mother,1,1,0,0,1,15.0,0,0,15.0,10,0,0,0,0,0,0,0,0,1
327,1,1,328,male,42,white,never_marr,0,1999,2000,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,1750.0,both,1,0,0,0,1,8.0,1,0,17.0,9,0,0,0,0,0,0,0,0,1
328,1,1,329,male,33,white,never_marr,0,1989,1990,0.0,18.9689288635,0,0,2.0,0.0,11.0,1,0,1,0,1690.21001409,both,0,1,1,0,1,12.0,0,1,4.0,10,0,0,0,0,1,1,1,1,1
330,1,1,331,male,75,white,divorced,1,1973,1973,5.0,14.0,1,1,4.0,1.0,4.0,1,0,1,0,900.0,grandparents,0,1,0,1,1,7.0,0,1,8.0,0,0,0,0,0,0,0,0,0,1
332,1,1,333,male,44,black,divorced,1,1994,1994,20.0,16.0,0,1,4.0,0.0,9.0,1,0,1,0,500.0,both,0,0,0,1,1,18.0,0,0,16.0,10,0,0,0,0,0,0,0,0,1
333,1,1,334,male,27,other,never_marr,0,2000,2000,2.0,17.0,0,1,2.0,0.0,9.0,0,0,0,0,0.0,mother,1,0,0,0,1,13.0,0,0,15.0,9,1,0,0,1,1,0,1,0,1
334,1,1,335,male,40,white,never_marr,1,1983,1985,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,500.0,mother,1,0,0,0,1,13.0,0,0,13.0,8,0,0,0,0,0,0,0,0,0
335,1,1,336,male,25,black,never_marr,0,2001,2002,1.0,18.0,0,0,2.0,0.0,11.0,1,0,1,1,1350.0,both,0,1,0,0,1,16.0,0,0,18.0,9,0,0,0,0,0,0,0,0,1
336,1,1,337,male,32,white,never_marr,0,1998,2000,1.0,21.0,0,1,2.0,0.0,12.0,0,1,1,0,2250.0,mother,0,1,0,0,1,17.0,0,0,21.0,6,0,0,0,0,0,1,0,1,1
339,0,3,340,male,44,black,never_marr,0,1999,1999,4.0,16.0,0,1,4.0,0.0,11.0,0,0,0,1,300.0,mother,1,1,0,0,0,13.8279620853,0,0,17.0,8,1,0,0,0,0,0,0,0,1
341,1,1,342,male,59,white,divorced,0,1976,1977,5.0,14.0,0,0,4.0,0.0,10.0,0,0,1,0,100.0,family_unknown,1,1,1,0,1,12.0,0,0,13.0,10,0,0,0,0,0,0,0,1,1
342,1,1,343,male,30,white,never_marr,1,1999,2001,7.0,18.0,0,1,4.0,0.0,13.0,0,1,1,0,2250.0,mother,0,1,0,0,1,13.0,1,1,13.0,10,1,0,0,1,1,0,1,1,1
344,1,1,345,male,46,white,divorced,1,2000,2002,4.0,18.0,0,1,3.0,0.0,9.0,0,0,1,0,1350.0,mother,1,1,0,1,1,16.0,0,0,7.0,9,1,0,0,1,1,1,0,1,1
345,1,1,346,male,23,black,never_marr,0,1999,2001,0.0,18.9689288635,0,0,2.0,0.0,10.0,1,0,0,0,0.0,mother,0,0,0,0,0,13.8279620853,0,0,14.0,10,0,0,0,0,0,0,0,0,1
346,0,2,347,male,32,white,never_marr,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,18.0,0,1,1,0,7500.0,both,0,0,1,0,0,13.8279620853,0,0,20.0,7,0,0,0,0,0,0,0,0,1
348,1,1,349,male,42,white,divorced,1,1997,1997,1.0,18.0,0,0,2.0,0.0,13.0,0,1,1,0,6250.0,father,1,1,1,0,1,7.0,1,1,11.0,10,0,0,0,0,1,1,0,1,1
350,1,1,351,male,56,white,never_marr,1,2001,2002,1.0,37.0,1,1,1.0,0.0,12.0,0,1,1,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,21.0,6,0,0,0,0,0,0,0,0,1
352,0,3,353,male,44,white,separated,0,2001,2002,0.0,18.9689288635,0,0,2.0,0.0,10.8733575272,0,0,1,1,1750.0,grandparents,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
353,1,1,354,male,55,black,married,1,1983,1984,0.0,18.9689288635,0,0,2.0,0.0,14.0,0,0,1,0,1100.0,mother,0,1,0,1,1,16.0,0,0,18.0,9,0,0,0,0,0,0,0,0,1
354,1,1,355,male,49,white,married,0,1993,1993,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,6250.0,both,0,0,0,0,1,10.0,0,1,8.0,10,0,0,0,0,0,0,0,0,1
355,1,1,356,male,50,black,divorced,1,1981,1985,14.0,17.0,0,1,1.0,0.0,14.0,0,1,1,0,6250.0,mother,1,1,1,1,1,15.0,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
356,0,3,357,male,23,other,never_marr,0,2001,2002,8.0,17.0,0,1,2.0,0.0,12.0,0,1,0,0,6250.0,both,1,0,0,0,1,15.0,0,0,13.0,0,0,0,0,0,1,0,1,0,1
357,1,1,358,male,55,white,widowed,0,2000,2000,1.0,28.0,0,1,1.0,0.0,10.8733575272,0,0,0,0,900.0,mother,1,1,0,1,1,25.0,0,0,15.0,0,1,0,0,0,1,0,0,0,1
358,1,1,359,male,39,white,married,0,1998,2001,4.0,14.0,0,1,2.0,0.0,11.0,0,0,1,0,3750.0,mother,0,0,0,0,1,11.0,1,0,16.0,9,0,1,1,0,1,0,0,1,1
359,0,3,360,male,36,white,divorced,0,2002,2002,50.0,13.0,0,1,2.0,0.0,10.0,1,0,1,0,1750.0,mother,0,0,0,1,1,13.0,0,1,15.0,10,1,0,1,1,1,0,0,1,1
360,1,1,361,male,32,other,never_marr,0,2001,2003,5.0,17.0,0,1,2.0,0.0,10.0,0,0,1,0,1750.0,mother,1,0,0,0,0,13.8279620853,0,0,18.0,8,0,0,0,0,0,0,1,0,1
364,1,1,365,male,61,white,divorced,0,1963,1964,2.0,18.0,0,0,2.0,0.0,10.0,1,0,1,0,100.0,both,0,1,0,0,1,17.0,0,1,17.0,9,0,0,0,0,0,0,0,0,0
367,1,1,368,male,29,other,never_marr,0,1995,1995,4.0,15.0,0,0,3.0,2.0,9.0,0,0,0,0,1350.0,foster,1,1,1,1,1,16.0,0,0,17.0,0,0,0,0,0,1,0,0,0,1
368,0,3,369,male,49,white,divorced,0,1998,1998,1.0,42.0,1,1,2.0,0.0,8.0,0,0,0,1,0.0,both,1,0,0,1,0,13.8279620853,0,0,18.0,9,0,0,0,0,0,0,0,0,0
369,1,1,370,male,47,black,never_marr,0,1996,1997,10.0,17.0,0,1,2.0,0.0,12.0,0,1,0,0,0.0,mother,1,1,0,1,1,16.0,0,0,13.0,10,1,0,0,1,1,0,0,0,1
370,1,1,371,male,48,white,divorced,0,1998,2000,5.0,17.0,0,1,2.0,0.0,12.0,0,1,1,0,7500.0,both,0,0,0,0,1,10.0,0,0,10.0,10,0,0,0,0,1,0,0,0,1
372,0,2,373,male,21,white,never_marr,0,2001,2002,1.0,17.0,0,0,2.0,0.0,10.0,1,0,1,1,900.0,both,0,1,0,0,0,13.8279620853,0,1,18.0,6,0,0,0,0,0,0,0,0,1
373,0,5,374,male,36,white,never_marr,0,9998,1997,8.0,15.0,0,1,1.0,0.0,8.0,1,0,1,0,2250.0,mother,0,0,0,0,1,15.0,0,1,15.0,0,1,1,1,1,1,1,1,1,1
374,0,3,375,male,41,white,divorced,0,1988,1988,10.0,15.0,0,1,1.0,2.0,8.0,1,0,0,0,7500.0,mother,0,1,1,1,1,13.0,1,1,10.0,10,1,1,1,1,1,1,0,1,1
375,1,1,376,male,22,white,never_marr,0,1998,1999,15.0,14.0,0,1,2.0,0.0,8.0,1,0,1,1,1350.0,mother,1,1,1,1,1,14.0,0,0,16.0,9,0,0,0,0,1,0,1,1,1
376,0,4,377,male,31,white,never_marr,0,2002,2003,4.0,18.0,1,1,2.0,0.0,12.0,0,1,1,1,1100.0,both,0,0,0,0,1,12.0,0,1,15.9622498484,0,0,0,0,0,1,0,1,1,1
377,1,1,378,male,35,white,divorced,1,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,900.0,both,0,0,0,0,0,13.8279620853,0,0,21.0,10,0,0,0,0,0,0,0,0,0
379,1,1,380,male,51,white,widowed,0,1991,1991,1.0,37.0,0,0,2.0,0.0,9.0,1,0,1,0,7500.0,both,0,0,0,0,0,13.8279620853,1,0,17.0,10,0,0,0,0,0,0,0,0,0
381,1,1,382,male,23,white,never_marr,0,2002,2003,1.0,12.0,1,1,2.0,0.0,10.0,1,0,1,0,900.0,both,1,1,1,0,1,8.0,1,1,7.0,9,1,1,1,0,1,1,1,1,1
383,1,1,384,male,36,white,never_marr,0,2002,2003,3.0,22.0,1,0,2.0,0.0,14.0,0,1,0,0,7500.0,both,0,0,0,0,1,14.0,1,0,16.0,9,0,0,0,0,1,0,0,0,1
386,1,1,387,male,27,white,divorced,0,2001,2002,4.0,22.0,0,0,2.0,0.0,12.0,0,1,1,0,1750.0,father,0,1,0,0,0,13.8279620853,1,0,16.0,9,0,0,0,0,0,0,0,0,0
387,1,1,388,male,30,white,divorced,0,2003,2003,8.0,22.0,0,1,2.0,0.0,11.0,0,0,1,0,1350.0,mother,1,0,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
388,1,1,389,male,56,white,widowed,0,1981,1981,5.0,18.0,0,1,2.0,0.0,9.0,0,0,1,0,700.0,mother,0,1,0,0,1,19.0,0,0,19.0,0,0,0,0,0,0,0,0,0,1
389,1,1,390,male,21,white,never_marr,1,2001,2003,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,0,0,0.0,both,1,1,1,0,1,14.0,0,0,16.0,0,0,0,0,0,1,0,1,0,1
390,1,1,391,male,50,white,widowed,1,1980,1981,1.0,22.0,0,0,1.0,0.0,11.0,1,0,1,0,7500.0,both,0,1,0,0,1,10.0,0,0,16.0,0,1,0,0,0,1,0,0,1,1
393,1,1,394,male,57,white,divorced,0,1974,1974,2.0,25.0,1,0,2.0,0.0,16.0,0,1,1,0,500.0,both,0,0,0,0,0,13.8279620853,0,0,15.0,9,0,0,0,0,0,0,0,0,1
394,0,3,395,male,50,white,married,0,1992,1993,1.0,22.0,0,1,2.0,0.0,12.0,0,1,1,0,1750.0,both,0,0,0,1,1,14.0,0,0,22.0,9,1,1,0,0,1,0,0,1,1
395,1,1,396,male,66,white,divorced,1,2001,2003,2.0,30.0,1,1,1.0,0.0,14.0,0,1,0,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,21.0,10,0,0,0,0,0,0,0,0,0
397,0,2,398,male,39,white,divorced,0,2002,2003,2.0,27.0,0,1,1.0,0.0,12.0,0,1,1,0,1750.0,both,0,0,0,0,1,13.0,0,0,13.0,10,0,0,0,0,0,0,0,0,1
399,1,1,400,male,36,asian,never_marr,0,1994,1995,3.0,18.0,0,1,1.0,0.0,11.0,1,0,1,0,7500.0,both,1,1,0,0,1,14.0,0,0,18.0,9,1,1,1,0,1,0,0,1,1
400,1,1,401,male,62,white,divorced,0,1990,1991,1.0,40.0,1,0,2.0,0.0,3.0,0,0,0,0,7500.0,mother,1,1,0,1,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
401,1,1,402,male,29,white,never_marr,0,2002,2003,2.0,15.0,0,1,2.0,0.0,10.0,1,0,1,0,2250.0,father,0,0,0,0,1,15.0,1,0,15.0,0,0,0,0,1,1,1,1,1,1
402,1,1,403,male,19,white,never_marr,0,2002,2003,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,500.0,both,1,1,1,0,1,13.0,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
403,1,1,404,male,58,white,divorced,1,1996,1997,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,0,1,0,1750.0,grandparents,1,1,0,0,1,15.0,0,1,40.0,7,0,0,0,0,0,0,0,0,1
404,1,1,405,male,43,white,married,0,2003,2003,6.0,18.0,0,1,1.0,0.0,10.0,1,0,1,1,0.0,grandparents,0,1,0,1,1,12.0,1,1,7.0,9,0,1,0,1,0,0,0,1,0
405,1,1,406,male,38,white,never_marr,0,1988,1990,1.0,18.0,0,0,1.0,0.0,10.0,1,0,0,0,300.0,mother,1,1,0,0,0,13.8279620853,0,0,15.0,7,0,0,0,0,0,0,0,1,1
406,0,3,407,male,38,black,never_marr,0,1996,1999,0.0,18.9689288635,0,0,2.0,0.0,10.0,0,0,1,0,1100.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,1,0,0,0,1,0,0,0,1
407,1,1,408,male,44,white,never_marr,0,1997,1998,6.0,33.0,0,1,5.0,0.0,8.0,1,0,1,0,900.0,both,1,0,0,1,0,13.8279620853,0,1,16.0,0,0,0,0,0,1,0,0,1,1
408,1,1,409,male,39,native_am,never_marr,0,1989,1991,0.0,18.9689288635,0,0,2.0,0.0,3.0,0,0,1,0,1350.0,both,0,0,0,0,0,13.8279620853,0,0,17.0,7,0,0,0,0,0,0,0,0,0
410,1,1,411,male,24,native_am,never_marr,0,2000,2001,3.0,16.0,0,1,2.0,0.0,10.0,0,0,0,0,1690.21001409,mother,1,1,0,0,0,13.8279620853,0,0,13.0,10,0,0,0,0,0,0,0,0,1
412,0,2,413,male,42,white,married,0,2002,2003,3.0,20.0,0,1,2.0,0.0,9.0,0,0,1,0,7500.0,both,0,0,0,0,1,16.0,0,0,15.9622498484,0,0,0,0,1,1,0,0,0,1
413,1,1,414,male,31,black,never_marr,0,2001,2003,2.0,17.0,0,1,1.0,0.0,11.0,0,0,1,0,3750.0,mother,1,1,1,1,1,17.0,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,1
415,0,4,416,male,58,white,widowed,1,2001,2001,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,0,1,0,3750.0,both,0,0,0,0,0,13.8279620853,0,0,18.0,0,0,0,0,0,0,0,0,0,0
416,0,4,417,male,69,white,divorced,0,2001,2003,1.0,50.0,0,0,1.0,0.0,10.0,1,0,0,0,900.0,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
417,0,2,418,male,42,white,never_marr,0,2000,2002,2.0,11.0,0,1,2.0,0.0,14.0,0,0,1,0,3750.0,both,0,1,0,0,1,7.0,0,0,7.0,10,1,1,1,1,1,1,0,1,1
419,1,1,420,male,23,black,never_marr,0,1997,1997,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,300.0,both,0,0,0,0,1,16.0,0,0,17.0,7,0,0,0,0,0,0,0,0,1
421,1,1,422,male,43,white,married,0,1997,1998,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,1690.21001409,both,0,0,0,0,1,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,1
423,1,1,424,male,55,white,separated,0,1968,1968,0.0,18.9689288635,0,0,2.0,0.0,5.0,1,0,1,0,500.0,both,0,0,0,0,0,13.8279620853,0,0,17.0,8,0,0,0,0,0,0,0,0,0
424,1,1,425,male,35,black,married,1,1989,1991,0.0,18.9689288635,0,0,2.0,0.0,13.0,0,1,1,0,1750.0,mother,0,0,0,0,1,14.0,0,1,15.0,7,0,0,0,1,1,0,0,0,1
426,1,1,427,male,26,black,never_marr,0,1999,1999,16.0,11.0,0,1,2.0,0.0,11.0,0,0,0,0,1100.0,grandparents,1,1,1,0,1,13.0,0,0,13.0,10,0,0,0,0,1,0,1,0,1
427,0,3,428,male,24,black,married,0,2000,2002,0.0,18.9689288635,0,0,2.0,0.0,12.0,0,1,1,0,3750.0,mother,0,0,0,0,1,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,1
428,0,4,429,male,63,white,widowed,0,1994,1996,0.0,18.9689288635,0,0,2.0,0.0,18.0,0,1,1,0,7500.0,both,0,0,0,0,0,13.8279620853,0,0,19.0,0,0,0,0,0,0,0,0,0,0
429,1,1,430,male,59,white,divorced,1,1987,1988,0.0,18.9689288635,0,0,2.0,0.0,18.0,0,1,1,0,1100.0,both,0,0,0,0,0,13.8279620853,0,0,19.0,0,0,0,0,0,0,0,0,0,0
431,1,1,432,male,37,white,never_marr,0,1992,1992,2.0,15.0,0,1,1.0,0.0,8.0,1,0,0,0,1690.21001409,both,1,1,0,1,1,7.0,0,0,15.9622498484,0,0,0,0,0,1,0,0,0,1
435,0,2,436,male,19,white,married,0,2001,2002,1.0,14.0,0,0,2.0,0.0,9.0,0,0,1,0,7500.0,other_rel,0,1,0,0,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,1,0,1
436,1,1,437,male,39,black,never_marr,1,1994,1995,0.0,18.9689288635,0,0,2.0,0.0,10.0,1,0,0,0,6250.0,mother,1,0,0,0,0,13.8279620853,0,0,17.0,0,0,0,0,0,0,0,0,0,0
437,1,1,438,male,21,black,never_marr,0,1999,2002,0.0,18.9689288635,0,0,2.0,0.0,10.0,0,0,0,0,0.0,mother,0,0,0,0,0,13.8279620853,0,1,15.9622498484,0,0,0,0,0,0,0,0,0,0
438,1,1,439,male,33,black,married,0,9997,2002,2.0,18.9689288635,0,0,2.0,0.0,16.0,0,0,0,0,0.0,family_unknown,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
439,1,1,440,male,34,white,married,0,1992,1992,0.0,18.9689288635,0,0,2.0,0.0,12.0,1,0,1,0,1690.21001409,both,0,0,0,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
440,1,1,441,male,33,black,married,0,1997,1998,10.0,15.0,0,1,5.0,15.0,9.0,0,0,0,1,7500.0,mother,1,1,1,1,1,15.0,0,1,15.0,10,0,0,0,1,1,0,0,0,1
443,1,1,444,male,44,black,married,0,1984,1986,0.0,18.9689288635,0,0,2.0,0.0,11.0,0,0,1,0,1690.21001409,mother,0,0,1,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,0
447,0,3,448,male,27,black,married,0,1998,1998,7.0,13.0,0,1,2.0,0.0,12.0,0,1,0,0,7500.0,mother,0,1,1,0,0,13.8279620853,0,0,15.9622498484,0,0,0,0,0,0,0,0,0,1
448,1,1,449,male,51,black,never_marr,0,1994,1995,2.0,18.0,1,0,2.0,0.0,8.0,0,0,1,0,300.0,both,0,1,0,1,0,13.8279620853,0,1,18.0,10,0,0,0,0,0,0,0,1,1
